#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Aufnahmedatum;BHD (cm);Schaftlänge (m);Längenklasse;Stärkenklasse;Position Sortimentsbasis am Stamm [m];Länge (m);Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Reststück Unten OR [m3];Volumen RestStück Oben OR [m3];Wert [CHF];
120;24;Tanne;1;Tanne_1_24;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;24;Tanne;1;Tanne_1_24;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);24;Tanne;1;Tanne_1_24;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
121;25;Tanne;1;Tanne_2_25;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
122;25;Tanne;1;Tanne_2_25;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
123;25;Tanne;1;Tanne_2_25;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
124;25;Tanne;1;Tanne_2_25;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
125;25;Tanne;1;Tanne_2_25;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;25;Tanne;1;Tanne_2_25;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);25;Tanne;1;Tanne_2_25;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
126;26;Fichte;0;Fichte_1_26;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
127;26;Fichte;0;Fichte_1_26;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
128;26;Fichte;0;Fichte_1_26;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
129;26;Fichte;0;Fichte_1_26;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
130;26;Fichte;0;Fichte_1_26;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;26;Fichte;0;Fichte_1_26;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);26;Fichte;0;Fichte_1_26;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
131;27;Fichte;0;Fichte_2_27;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
132;27;Fichte;0;Fichte_2_27;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
133;27;Fichte;0;Fichte_2_27;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
134;27;Fichte;0;Fichte_2_27;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
135;27;Fichte;0;Fichte_2_27;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;27;Fichte;0;Fichte_2_27;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);27;Fichte;0;Fichte_2_27;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
136;28;Fichte;0;Fichte_3_28;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
137;28;Fichte;0;Fichte_3_28;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
138;28;Fichte;0;Fichte_3_28;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
139;28;Fichte;0;Fichte_3_28;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
140;28;Fichte;0;Fichte_3_28;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;28;Fichte;0;Fichte_3_28;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);28;Fichte;0;Fichte_3_28;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
141;29;Tanne;1;Tanne_1_29;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
142;29;Tanne;1;Tanne_1_29;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
143;29;Tanne;1;Tanne_1_29;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
144;29;Tanne;1;Tanne_1_29;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
145;29;Tanne;1;Tanne_1_29;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;29;Tanne;1;Tanne_1_29;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);29;Tanne;1;Tanne_1_29;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
146;30;Tanne;1;Tanne_2_30;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
147;30;Tanne;1;Tanne_2_30;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
148;30;Tanne;1;Tanne_2_30;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
149;30;Tanne;1;Tanne_2_30;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
150;30;Tanne;1;Tanne_2_30;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;30;Tanne;1;Tanne_2_30;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);30;Tanne;1;Tanne_2_30;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
151;31;Fichte;0;Fichte_1_31;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
152;31;Fichte;0;Fichte_1_31;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
153;31;Fichte;0;Fichte_1_31;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
154;31;Fichte;0;Fichte_1_31;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
155;31;Fichte;0;Fichte_1_31;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;31;Fichte;0;Fichte_1_31;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);31;Fichte;0;Fichte_1_31;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
156;32;Fichte;0;Fichte_2_32;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
157;32;Fichte;0;Fichte_2_32;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
158;32;Fichte;0;Fichte_2_32;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
159;32;Fichte;0;Fichte_2_32;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
160;32;Fichte;0;Fichte_2_32;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;32;Fichte;0;Fichte_2_32;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);32;Fichte;0;Fichte_2_32;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
161;33;Fichte;0;Fichte_3_33;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
162;33;Fichte;0;Fichte_3_33;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
163;33;Fichte;0;Fichte_3_33;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
164;33;Fichte;0;Fichte_3_33;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
165;33;Fichte;0;Fichte_3_33;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;33;Fichte;0;Fichte_3_33;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);33;Fichte;0;Fichte_3_33;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
166;34;Tanne;1;Tanne_1_34;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
167;34;Tanne;1;Tanne_1_34;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
168;34;Tanne;1;Tanne_1_34;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
169;34;Tanne;1;Tanne_1_34;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
170;34;Tanne;1;Tanne_1_34;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;34;Tanne;1;Tanne_1_34;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);34;Tanne;1;Tanne_1_34;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
171;35;Tanne;1;Tanne_2_35;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
172;35;Tanne;1;Tanne_2_35;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
173;35;Tanne;1;Tanne_2_35;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
174;35;Tanne;1;Tanne_2_35;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
175;35;Tanne;1;Tanne_2_35;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;35;Tanne;1;Tanne_2_35;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);35;Tanne;1;Tanne_2_35;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
176;36;Fichte;0;Fichte_1_36;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
177;36;Fichte;0;Fichte_1_36;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
178;36;Fichte;0;Fichte_1_36;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
179;36;Fichte;0;Fichte_1_36;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
180;36;Fichte;0;Fichte_1_36;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;36;Fichte;0;Fichte_1_36;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);36;Fichte;0;Fichte_1_36;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
181;37;Fichte;0;Fichte_2_37;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
182;37;Fichte;0;Fichte_2_37;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
183;37;Fichte;0;Fichte_2_37;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
184;37;Fichte;0;Fichte_2_37;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
185;37;Fichte;0;Fichte_2_37;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;37;Fichte;0;Fichte_2_37;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);37;Fichte;0;Fichte_2_37;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
186;38;Fichte;0;Fichte_3_38;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
187;38;Fichte;0;Fichte_3_38;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
188;38;Fichte;0;Fichte_3_38;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
189;38;Fichte;0;Fichte_3_38;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
190;38;Fichte;0;Fichte_3_38;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;38;Fichte;0;Fichte_3_38;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);38;Fichte;0;Fichte_3_38;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
191;39;Tanne;1;Tanne_1_39;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
192;39;Tanne;1;Tanne_1_39;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
193;39;Tanne;1;Tanne_1_39;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
194;39;Tanne;1;Tanne_1_39;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
195;39;Tanne;1;Tanne_1_39;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;39;Tanne;1;Tanne_1_39;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);39;Tanne;1;Tanne_1_39;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
196;40;Tanne;1;Tanne_2_40;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
197;40;Tanne;1;Tanne_2_40;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
198;40;Tanne;1;Tanne_2_40;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
199;40;Tanne;1;Tanne_2_40;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
200;40;Tanne;1;Tanne_2_40;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;40;Tanne;1;Tanne_2_40;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);40;Tanne;1;Tanne_2_40;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
201;41;Fichte;0;Fichte_1_41;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
202;41;Fichte;0;Fichte_1_41;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
203;41;Fichte;0;Fichte_1_41;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
204;41;Fichte;0;Fichte_1_41;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
205;41;Fichte;0;Fichte_1_41;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;41;Fichte;0;Fichte_1_41;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);41;Fichte;0;Fichte_1_41;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
206;42;Fichte;0;Fichte_2_42;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
207;42;Fichte;0;Fichte_2_42;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
208;42;Fichte;0;Fichte_2_42;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
209;42;Fichte;0;Fichte_2_42;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
210;42;Fichte;0;Fichte_2_42;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;42;Fichte;0;Fichte_2_42;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);42;Fichte;0;Fichte_2_42;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
211;43;Fichte;0;Fichte_3_43;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
212;43;Fichte;0;Fichte_3_43;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
213;43;Fichte;0;Fichte_3_43;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
214;43;Fichte;0;Fichte_3_43;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
215;43;Fichte;0;Fichte_3_43;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;43;Fichte;0;Fichte_3_43;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);43;Fichte;0;Fichte_3_43;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
216;44;Tanne;1;Tanne_1_44;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
217;44;Tanne;1;Tanne_1_44;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
218;44;Tanne;1;Tanne_1_44;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
219;44;Tanne;1;Tanne_1_44;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
220;44;Tanne;1;Tanne_1_44;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;44;Tanne;1;Tanne_1_44;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);44;Tanne;1;Tanne_1_44;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
221;45;Tanne;1;Tanne_2_45;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
222;45;Tanne;1;Tanne_2_45;2010;32.0;29.0;L1;1b;16.674;6.0;20.023;17.4505;14.0017;0.1435;0.1647;0.8399;0.0404;7.175;
223;45;Tanne;1;Tanne_2_45;2010;32.0;29.0;L1;2a;10.8;6.0;23.7246;21.9996;19.927;0.2281;0.2577;0.6139;0.179;31.9299;
224;45;Tanne;1;Tanne_2_45;2010;32.0;29.0;L1;2b;4.7;6.0;27.0582;25.3248;23.7778;0.3022;0.339;0.3032;0.4109;48.3563;
225;45;Tanne;1;Tanne_2_45;2010;32.0;29.0;L1;2b;0.1;4.5;31.8868;28.9955;27.1262;0.2971;0.3337;0.0;0.72;47.5425;
#Rest;45;Tanne;1;Tanne_2_45;2010;32.0;29.0;;Rest:;0.0;0.1;0.0;;;0.0;0.0;;;;;
#Summe (ohne Rest);45;Tanne;1;Tanne_2_45;2010;32.0;29.0;;;;;;;;1.1144;1.2599;;;;142.1788;
#
226;46;Fichte;0;Fichte_1_46;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
227;46;Fichte;0;Fichte_1_46;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
228;46;Fichte;0;Fichte_1_46;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
229;46;Fichte;0;Fichte_1_46;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
230;46;Fichte;0;Fichte_1_46;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;46;Fichte;0;Fichte_1_46;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);46;Fichte;0;Fichte_1_46;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
231;47;Fichte;0;Fichte_2_47;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
232;47;Fichte;0;Fichte_2_47;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
233;47;Fichte;0;Fichte_2_47;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
234;47;Fichte;0;Fichte_2_47;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
235;47;Fichte;0;Fichte_2_47;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;47;Fichte;0;Fichte_2_47;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);47;Fichte;0;Fichte_2_47;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
236;48;Fichte;0;Fichte_3_48;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
237;48;Fichte;0;Fichte_3_48;2010;32.0;29.0;L1;1b;15.2296;6.0;20.5474;17.6145;14.0017;0.1462;0.1675;0.7961;0.0464;7.3106;
238;48;Fichte;0;Fichte_3_48;2010;32.0;29.0;L1;2a;10.8;6.0;23.7068;21.7122;19.0954;0.2222;0.2489;0.6216;0.1439;31.1012;
239;48;Fichte;0;Fichte_3_48;2010;32.0;29.0;L1;2b;4.7;6.0;27.0869;25.342;23.7643;0.3026;0.3323;0.3106;0.3692;48.422;
240;48;Fichte;0;Fichte_3_48;2010;32.0;29.0;L1;2b;0.6;4.0;31.8145;28.9613;27.1588;0.2635;0.2872;0.0165;0.6786;42.1604;
#Rest;48;Fichte;0;Fichte_3_48;2010;32.0;29.0;;Rest:;0.0;0.6;0.0;;;0.0165;0.0179;;;;;
#Summe (ohne Rest);48;Fichte;0;Fichte_3_48;2010;32.0;29.0;;;;;;;;1.0807;1.2034;;;;136.3048;
#
